Time,X Velocity,Y Velocity,Z Velocity,X Position,Y Position,Z Position,Roll,Yaw,Pitch,X Angular Velocity,Y Angular Velocity,Z Angular Velocity
0.001,-1.3938299999999997e-09,-1.62998e-08,-3.871969999999999e-09,-1.42078e-12,-1.63268e-11,0.5,3.2579000000000003e-11,5.31492e-14,-2.89036e-12,3.25251e-08,-2.83647e-09,5.31492e-11
0.002,-1.41545e-06,0.00367503,-0.00367495,-1.4168699999999999e-09,3.67501e-06,0.499996,-7.349960000000001e-06,5.24523e-10,-2.1165e-09,-0.00734999,-2.11361e-06,5.244619999999999e-07
0.003,2.8831e-07,-0.0036731999999999997,0.00367503,-1.1278e-09,1.8059200000000001e-09,0.5,-3.56677e-09,5.14956e-10,-1.52672e-09,0.00734639,5.882930000000001e-07,-9.55997e-09
0.004,4.0309699999999997e-07,-0.00459326,-0.00459154,-7.24705e-10,-4.59146e-06,0.49999499999999997,9.18294e-06,3.81606e-10,-5.381599999999999e-10,0.00918651,9.88565e-07,-1.3334e-07
0.005,-1.8153299999999998e-06,0.0045867,0.00459166,-2.5373499999999997e-09,-4.75113e-09,0.5,9.532719999999998e-09,3.9985800000000004e-10,-4.13447e-09,-0.00917339,-3.60157e-06,1.82703e-08
0.006,1.93142e-06,0.00482153,-0.00481695,-6.05929e-10,4.8167800000000005e-06,0.49999499999999997,-9.63352e-06,4.50116e-10,-2.0291e-10,-0.00964305,3.93156e-06,5.0236999999999995e-08
0.006999999999999999,-2.2339e-06,-0.00481142,0.00481698,-2.83669e-09,5.352050000000001e-09,0.5,-1.0667799999999999e-08,4.29866e-10,-4.63205e-09,0.00962283,-4.43528e-06,-2.0299200000000003e-08
0.008,2.23741e-06,-0.00487769,-0.00487257,-5.99272e-10,-4.87233e-06,0.49999499999999997,9.7447e-06,4.0078500000000003e-10,-1.17465e-10,0.00975537,4.51459e-06,-2.9058099999999997e-08
0.009000000000000001,-2.3384099999999998e-06,0.00486687,0.00487258,-2.93442e-09,-5.45724e-09,0.5,1.0947200000000001e-08,4.21547e-10,-4.75454e-09,-0.00973373,-4.64344e-06,2.08334e-08
0.01,2.31276e-06,0.00489154,-0.0048863,-6.21666e-10,4.886090000000001e-06,0.49999499999999997,-9.77214e-06,4.4540699999999994e-10,-9.63991e-11,-0.00978308,4.658140000000001e-06,2.38366e-08
0.011000000000000001,-2.36418e-06,-0.00488055,0.0048863,-2.98256e-09,5.525949999999999e-09,0.5,-1.10161e-08,4.24514e-10,-4.784770000000001e-09,0.0097611,-4.69478e-06,-2.09652e-08
0.012,2.33136e-06,-0.00489496,-0.00488968,-6.512080000000001e-10,-4.88944e-06,0.49999499999999997,9.778910000000001e-06,4.019419999999999e-10,-9.12006e-11,0.00978992,4.69357e-06,-2.25481e-08
0.013000000000000001,-2.37055e-06,0.00488393,0.00488968,-3.01847e-09,-5.50014e-09,0.5,1.10331e-08,4.2286800000000004e-10,-4.792220000000001e-09,-0.00976786,-4.70746e-06,2.09978e-08
0.013999999999999999,2.33594e-06,0.00489581,-0.00489052,-6.825260000000001e-10,4.89031e-06,0.49999499999999997,-9.78058e-06,4.451219999999999e-10,-8.99178e-11,-0.00979161,4.7023e-06,2.22301e-08
0.015,-2.37211e-06,-0.00488476,0.00489052,-3.05135e-09,5.53654e-09,0.5,-1.10373e-08,4.2418800000000005e-10,-4.794060000000001e-09,0.00976952,-4.7105800000000006e-06,-2.10058e-08
0.016,2.33708e-06,-0.00489602,-0.00489072,-7.142710000000001e-10,-4.89048e-06,0.49999499999999997,9.78099e-06,4.02013e-10,-8.96012e-11,0.00979203,4.704469999999999e-06,-2.21516e-08
